rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_id,session_id,subj_code,key_assignment,order_assignment,condition_assignment,instr_tests,success,question_order,task,color,text,correct_response,correct,flanker_stim_type,direction
1015,img/inc2.png,i,image-keyboard-response,93,562733,0.0-12.0-1.0-1.0-1.5-0.5,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,e,false,incongruent,left
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,94,563742,0.0-12.0-1.0-1.0-0.6,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
576,img/con1.png,e,image-keyboard-response,95,564330,0.0-12.0-1.0-1.0-1.6-0.6,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,e,true,congruent,left
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,96,565842,0.0-12.0-1.0-1.0-0.7,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
932,img/inc1.png,e,image-keyboard-response,97,566779,0.0-12.0-1.0-1.0-1.7-0.7,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,i,false,incongruent,right
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,98,567041,0.0-12.0-1.0-1.0-0.8,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
665,img/con1.png,e,image-keyboard-response,99,567719,0.0-12.0-1.0-1.0-1.8-0.8,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,e,true,congruent,left
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,100,568729,0.0-12.0-1.0-1.0-0.9,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
1063,img/inc2.png,i,image-keyboard-response,101,569803,0.0-12.0-1.0-1.0-1.9-0.9,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,e,false,incongruent,left
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,102,571313,0.0-12.0-1.0-1.0-0.10,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
1209,img/con2.png,i,image-keyboard-response,103,572534,0.0-12.0-1.0-1.0-1.10-0.10,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,i,true,congruent,right
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,104,573043,0.0-12.0-1.0-1.0-0.11,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
1137,img/inc1.png,e,image-keyboard-response,105,574185,0.0-12.0-1.0-1.0-1.11-0.11,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,i,false,incongruent,right
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,106,574446,0.0-12.0-1.0-1.0-0.12,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
780,img/con2.png,i,image-keyboard-response,107,575236,0.0-12.0-1.0-1.0-1.12-0.12,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,i,true,congruent,right
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,108,576497,0.0-12.0-1.0-1.0-0.13,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
752,img/inc1.png,e,image-keyboard-response,109,577259,0.0-12.0-1.0-1.0-1.13-0.13,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,i,false,incongruent,right
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,110,578521,0.0-12.0-1.0-1.0-0.14,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
870,img/con1.png,e,image-keyboard-response,111,579403,0.0-12.0-1.0-1.0-1.14-0.14,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,e,true,congruent,left
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,112,581164,0.0-12.0-1.0-1.0-0.15,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
1435,img/inc2.png,i,image-keyboard-response,113,582608,0.0-12.0-1.0-1.0-1.15-0.15,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,e,false,incongruent,left
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,114,584121,0.0-12.0-1.0-1.0-0.16,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
548,img/con2.png,i,image-keyboard-response,115,584682,0.0-12.0-1.0-1.0-1.16-0.16,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,,,,i,true,congruent,right
null,"<div style=""font-size:60px;"">+</div><span style=""font-size: 1px; color: #ffffff; position: absolute; left: -9999px;"" >
      Press the letter Z on your keyboard.</span>",null,html-keyboard-response,116,586193,0.0-12.0-1.0-1.0-0.17,23,1,2025-04-18 10:08:36,abcbb6d8712eea8b64f0e9e1a7622972,67.90.46.220,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",WebKit,Chrome,131.0.0.0,Windows,10.0,https://i4rje6kfld.cognition.run//?PROLIFIC_PID=67dd357db3b0fde9cb79c2e3&STUDY_ID=680215178cb1e2d1ad74f47e&SESSION_ID=680224891d7f4f2f2164dc28,"en,en-US;q=0.9",67dd357db3b0fde9cb79c2e3,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,680215178cb1e2d1ad74f47e,680224891d7f4f2f2164dc28,o3fWJlOwF68r,"[""<br>Did this person violate the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",After,Experimental,1,,,fixation,,,,,,
