response,rt,question_order,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,subject_id,study_id,session_id,subj_code,key_assignment,stimulus,success,task
null,null,,html-keyboard-response,183,2782,0.0-8.0-5.0-2.0-0.10,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,807,,html-keyboard-response,184,2786,0.0-8.0-5.0-2.0-1.10,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A woman hikes in the woods carrying a flashlight and a lunch box.</b><br>",,response
null,null,,html-keyboard-response,185,2803,0.0-8.0-5.0-2.0-0.11,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,546,,html-keyboard-response,186,2830,0.0-8.0-5.0-2.0-1.11,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer""<br><br><br><b>A man heads deep into the local forest and shoots a deer.</b><br>",,response
n,636,,html-keyboard-response,187,2846,0.0-8.0-6.0-0.0,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",Press any key when you are ready to start/continue.,,
j,563,,html-keyboard-response,188,2863,0.0-8.0-6.0-1.0,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<p style=""text-align:left;""><b>A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                  To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant"".</b><br>
     <br>
     On the following pages, we will show you several examples of behaviours that may or may not comply with the rule.<br>
     <br>
     Each action will be presented on a separate page.<br>
     <br>
     Press the assigned keys to indicate whether or not the person complied with the rule.<br>
     <br>
     Remember to answer as quickly as possible.<br>
     <br>
     Press any key to begin.",,
null,null,,html-keyboard-response,189,2911,0.0-8.0-6.0-2.0-0.0,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,693,,html-keyboard-response,190,2986,0.0-8.0-6.0-2.0-1.0,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings his pet monkey into the restaurant for lunch.</b><br>",,response
null,null,,html-keyboard-response,191,3055,0.0-8.0-6.0-2.0-0.1,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,1113,,html-keyboard-response,192,3219,0.0-8.0-6.0-2.0-1.1,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A woman brings her trained therapy labrador into the restaurant.</b><br>",,response
null,null,,html-keyboard-response,193,3282,0.0-8.0-6.0-2.0-0.2,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,511,,html-keyboard-response,194,3297,0.0-8.0-6.0-2.0-1.2,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer uses the restaurant WC while waiting for her food.</b><br>",,response
null,null,,html-keyboard-response,195,3311,0.0-8.0-6.0-2.0-0.3,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,684,,html-keyboard-response,196,3320,0.0-8.0-6.0-2.0-1.3,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings her pet bulldog into the restaurant for lunch.</b><br>",,response
null,null,,html-keyboard-response,197,3334,0.0-8.0-6.0-2.0-0.4,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,554,,html-keyboard-response,198,3353,0.0-8.0-6.0-2.0-1.4,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer walks into the restaurant with his pet greyhound.</b><br>",,response
null,null,,html-keyboard-response,199,3367,0.0-8.0-6.0-2.0-0.5,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,690,,html-keyboard-response,200,3384,0.0-8.0-6.0-2.0-1.5,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple have breakfast together at the restaurant before work.</b><br>",,response
null,null,,html-keyboard-response,201,3417,0.0-8.0-6.0-2.0-0.6,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,556,,html-keyboard-response,202,3424,0.0-8.0-6.0-2.0-1.6,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer walks into the restaurant with his new pet parrot.</b><br>",,response
null,null,,html-keyboard-response,203,3432,0.0-8.0-6.0-2.0-0.7,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,677,,html-keyboard-response,204,3439,0.0-8.0-6.0-2.0-1.7,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A blind person brings his trained guide dog into the restaurant.</b><br>",,response
null,null,,html-keyboard-response,205,3448,0.0-8.0-6.0-2.0-0.8,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,426,,html-keyboard-response,206,3461,0.0-8.0-6.0-2.0-1.8,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings his new pet fox into the restaurant for lunch.</b><br>",,response
null,null,,html-keyboard-response,207,3472,0.0-8.0-6.0-2.0-0.9,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,665,,html-keyboard-response,208,3479,0.0-8.0-6.0-2.0-1.9,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple bring their pet foxhound into the restaurant for dinner.</b><br>",,response
null,null,,html-keyboard-response,209,3486,0.0-8.0-6.0-2.0-0.10,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,550,,html-keyboard-response,210,3494,0.0-8.0-6.0-2.0-1.10,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A man carries an injured dog into the restaurant to call for help.</b><br>",,response
null,null,,html-keyboard-response,211,3502,0.0-8.0-6.0-2.0-0.11,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,497,,html-keyboard-response,212,3511,0.0-8.0-6.0-2.0-1.11,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>Three colleagues have a meeting over dinner at the restaurant.</b><br>",,response
u,651,,html-keyboard-response,213,3518,0.0-8.0-7.0-0.0,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]",Press any key when you are ready to start/continue.,,
5,603,,html-keyboard-response,214,3527,0.0-8.0-7.0-1.0,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<p style=""text-align:left;""><b>To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for laboratory personnel only"".</b><br>
     <br>
     On the following pages, we will show you several examples of behaviours that may or may not comply with the rule.<br>
     <br>
     Each action will be presented on a separate page.<br>
     <br>
     Press the assigned keys to indicate whether or not the person complied with the rule.<br>
     <br>
     Remember to answer as quickly as possible.<br>
     <br>
     Press any key to begin.",,
null,null,,html-keyboard-response,215,3534,0.0-8.0-7.0-2.0-0.0,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,563,,html-keyboard-response,216,3542,0.0-8.0-7.0-2.0-1.0,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab scientist performs a risky task while feeling dizzy and tired.</b><br>",,response
null,null,,html-keyboard-response,217,3551,0.0-8.0-7.0-2.0-0.1,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,830,,html-keyboard-response,218,3563,0.0-8.0-7.0-2.0-1.1,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A scientist working at the laboratory starts a new experiment.</b><br>",,response
null,null,,html-keyboard-response,219,3572,0.0-8.0-7.0-2.0-0.2,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,728,,html-keyboard-response,220,3585,0.0-8.0-7.0-2.0-1.2,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A retired scientist visits the lab to offer advice to new hirees.</b><br>",,response
null,null,,html-keyboard-response,221,3596,0.0-8.0-7.0-2.0-0.3,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,828,,html-keyboard-response,222,3620,0.0-8.0-7.0-2.0-1.3,6,1,2023-08-01 08:39:50,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,oYYjATzZSf1C,"[""<br>Did this person comply with the rule?<br><br><b>Press e for no&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for yes</b>""]","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A thief enters the laboratory overnight to find and steal equipment.</b><br>",,response
